ticker,name,報告日,決算日,year,month,positive_probability,negative_probability,gpt_positive,gpt_negative,industry_33,MDA_文字数,input_tokens_1,output_tokens_1
4183,三井化学株式会社,2022-06-24,2022-03-31,2022,03,0.9982602,0.0017397974,0.75,0.25,3200,9026,7950,10
4183,三井化学株式会社,2023-06-27,2023-03-31,2023,03,0.99852353,0.0014764603,0.45,0.55,3200,9561,8184,10
4183,三井化学株式会社,2024-06-25,2024-03-31,2024,03,0.99842864,0.0015713652,0.4,0.6,3200,9258,8116,10
4185,ＪＳＲ株式会社,2014-06-17,2014-03-31,2014,03,0.9985262,0.0014737794,0.6,0.4,3200,4298,4295,10
4185,ＪＳＲ株式会社,2015-06-17,2015-03-31,2015,03,0.4256041,0.5743959,0.6,0.4,3200,4508,4464,10
4185,ＪＳＲ株式会社,2016-06-17,2016-03-31,2016,03,0.40028036,0.5997197,0.3,0.7,3200,4880,4742,10
4185,ＪＳＲ株式会社,2017-06-16,2017-03-31,2017,03,0.99851817,0.0014818134,0.6,0.4,3200,5040,4870,10
4185,ＪＳＲ株式会社,2018-06-15,2018-03-31,2018,03,0.99852633,0.001473585,0.8,0.2,3200,6139,5539,10
4185,ＪＳＲ株式会社,2019-06-18,2019-03-31,2019,03,0.0048903525,0.9951096,0.65,0.35,3200,4960,4727,10
4185,ＪＳＲ株式会社,2020-06-24,2020-03-31,2020,03,0.004549123,0.9954509,0.3,0.7,3200,6187,5819,10
4185,ＪＳＲ株式会社,2021-06-17,2021-03-31,2021,03,0.99662554,0.0033745046,0.4,0.6,3200,6112,5758,10
4185,ＪＳＲ株式会社,2022-06-17,2022-03-31,2022,03,0.004551272,0.99544877,0.7,0.3,3200,6053,5652,10
4185,ＪＳＲ株式会社,2023-06-19,2023-03-31,2023,03,0.0045336625,0.99546635,0.6,0.4,3200,5497,5237,10
4186,東京応化工業株式会社,2014-06-26,2014-03-31,2014,03,0.9983931,0.0016068468,0.7,0.3,3200,8065,7380,10
4186,東京応化工業株式会社,2015-06-25,2015-03-31,2015,03,0.9983931,0.0016068468,0.8,0.2,3200,7812,7199,10
4186,東京応化工業株式会社,2016-06-28,2016-03-31,2016,03,0.9984138,0.0015862053,0.4,0.6,3200,8348,7644,10
4186,東京応化工業株式会社,2017-06-28,2017-03-31,2017,03,0.9983931,0.0016068468,0.4,0.6,3200,8743,7976,10
4188,株式会社三菱ケミカルホールディングス,2014-06-25,2014-03-31,2014,03,0.004526756,0.9954732,0.65,0.35,3200,9661,8860,10
4188,株式会社三菱ケミカルホールディングス,2015-06-24,2015-03-31,2015,03,0.004526756,0.9954732,0.7,0.3,3200,9910,9011,10
4188,株式会社三菱ケミカルホールディングス,2016-06-24,2016-03-31,2016,03,0.004526756,0.9954732,0.6,0.4,3200,9321,8567,10
4188,株式会社三菱ケミカルホールディングス,2017-06-27,2017-03-31,2017,03,0.4016214,0.59837854,0.6,0.4,3200,10089,8835,10
4188,株式会社三菱ケミカルホールディングス,2018-06-26,2018-03-31,2018,03,0.9985259,0.0014741098,0.85,0.15,3200,6479,6036,10
4188,株式会社三菱ケミカルホールディングス,2019-06-25,2019-03-31,2019,03,0.004431173,0.9955688,0.4,0.6,3200,6849,6331,10
4188,株式会社三菱ケミカルホールディングス,2020-06-24,2020-03-31,2020,03,0.99801886,0.001981171,0.2,0.8,3200,12663,11082,10
4188,株式会社三菱ケミカルホールディングス,2021-06-24,2021-03-31,2021,03,0.9980387,0.0019612983,0.3,0.7,3200,13406,11649,10
4188,株式会社三菱ケミカルホールディングス,2022-06-24,2022-03-31,2022,03,0.99809057,0.0019093852,0.75,0.25,3200,12512,10883,10
4188,三菱ケミカルグループ株式会社,2023-06-27,2023-03-31,2023,03,0.9981103,0.0018897501,0.45,0.55,3200,12782,11087,10
4188,三菱ケミカルグループ株式会社,2024-06-25,2024-03-31,2024,03,0.9984132,0.0015868044,0.45,0.55,3200,12841,11121,10
4202,株式会社ダイセル,2014-06-23,2014-03-31,2014,03,0.99852633,0.0014736658,0.85,0.15,3200,5435,5220,10
4202,株式会社ダイセル,2015-06-22,2015-03-31,2015,03,0.99852645,0.0014735522,0.8,0.2,3200,5174,4992,10
4202,株式会社ダイセル,2016-06-20,2016-03-31,2016,03,0.9985262,0.0014737808,0.7,0.3,3200,4877,4762,10
4202,株式会社ダイセル,2017-06-26,2017-03-31,2017,03,0.004606307,0.99539375,0.45,0.55,3200,5158,5014,10
4202,株式会社ダイセル,2018-06-25,2018-03-31,2018,03,0.9985251,0.0014748955,0.45,0.55,3200,5974,5657,10
4202,株式会社ダイセル,2019-06-24,2019-03-31,2019,03,0.3955124,0.60448754,0.4,0.6,3200,6092,5752,10
4202,株式会社ダイセル,2020-08-07,2020-03-31,2020,03,0.004504618,0.99549544,0.2,0.8,3200,6297,5890,10
4202,株式会社ダイセル,2021-06-28,2021-03-31,2021,03,0.401725,0.598275,0.6,0.4,3200,6167,5688,10
4202,株式会社ダイセル,2022-06-23,2022-03-31,2022,03,0.40397194,0.5960281,0.8,0.2,3200,5572,5215,10
4202,株式会社ダイセル,2023-06-26,2023-03-31,2023,03,0.9980794,0.0019206392,0.6,0.4,3200,6148,5702,10
4202,株式会社ダイセル,2024-06-24,2024-03-31,2024,03,0.0045533204,0.9954466,0.7,0.3,3200,6008,5573,10
4203,住友ベークライト株式会社,2014-06-27,2014-03-31,2014,03,0.99852604,0.0014739541,0.75,0.25,3200,6107,5759,10
4203,住友ベークライト株式会社,2015-06-25,2015-03-31,2015,03,0.9985259,0.0014741578,0.6,0.4,3200,5210,5079,10
4203,住友ベークライト株式会社,2016-06-22,2016-03-31,2016,03,0.004674855,0.9953251,0.3,0.7,3200,5199,5116,10
4203,住友ベークライト株式会社,2017-06-23,2017-03-31,2017,03,0.99800926,0.001990817,0.7,0.3,3200,4906,4835,10
4203,住友ベークライト株式会社,2018-06-22,2018-03-31,2018,03,0.99847955,0.0015204905,0.8,0.2,3200,6073,5616,10
4203,住友ベークライト株式会社,2019-06-24,2019-03-31,2019,03,0.41896835,0.5810317,0.4,0.6,3200,4155,4270,10
4203,住友ベークライト株式会社,2020-06-24,2020-03-31,2020,03,0.004456684,0.9955433,0.4,0.6,3200,6271,6056,10
4203,住友ベークライト株式会社,2021-06-24,2021-03-31,2021,03,0.3977169,0.60228306,0.7,0.3,3200,6152,5935,10
4203,住友ベークライト株式会社,2022-06-23,2022-03-31,2022,03,0.43743452,0.5625655,0.75,0.25,3200,5810,5658,10
4203,住友ベークライト株式会社,2023-06-22,2023-03-31,2023,03,0.9979358,0.002064257,0.55,0.45,3200,4754,4846,10
4203,住友ベークライト株式会社,2024-06-25,2024-03-31,2024,03,0.0046840445,0.9953159,0.65,0.35,3200,4497,4618,10
4204,積水化学工業株式会社,2014-06-26,2014-03-31,2014,03,0.99852633,0.0014736132,0.8,0.2,3200,6508,6158,10
4204,積水化学工業株式会社,2015-06-25,2015-03-31,2015,03,0.9985266,0.0014734399,0.6,0.4,3200,5854,5566,10
4204,積水化学工業株式会社,2016-06-28,2016-03-31,2016,03,0.41929936,0.5807007,0.45,0.55,3200,4827,4778,10
4204,積水化学工業株式会社,2017-06-28,2017-03-31,2017,03,0.41004005,0.5899599,0.6,0.4,3200,4824,4734,10
4204,積水化学工業株式会社,2018-06-27,2018-03-31,2018,03,0.99849796,0.0015020503,0.85,0.15,3200,5227,5072,10
4204,積水化学工業株式会社,2019-06-20,2019-03-31,2019,03,0.9984861,0.0015139111,0.6,0.4,3200,5172,5090,10
4204,積水化学工業株式会社,2020-06-23,2020-03-31,2020,03,0.9981,0.00190002,0.4,0.6,3200,6141,5807,10
4204,積水化学工業株式会社,2021-06-23,2021-03-31,2021,03,0.0044987947,0.9955012,0.4,0.6,3200,5773,5543,10
4204,積水化学工業株式会社,2022-06-22,2022-03-31,2022,03,0.0048083677,0.9951917,0.8,0.2,3200,5871,5619,10
4204,積水化学工業株式会社,2023-06-22,2023-03-31,2023,03,0.8574175,0.14258242,0.7,0.3,3200,5734,5504,10
4204,積水化学工業株式会社,2024-06-20,2024-03-31,2024,03,0.967923,0.03207703,0.7,0.3,3200,5376,5179,10
4205,日本ゼオン株式会社,2014-06-27,2014-03-31,2014,03,0.99844426,0.0015557382,0.7,0.3,3200,5575,5383,10
4205,日本ゼオン株式会社,2015-06-26,2015-03-31,2015,03,0.99844426,0.0015558026,0.4,0.6,3200,5517,5350,10
4205,日本ゼオン株式会社,2016-06-29,2016-03-31,2016,03,0.9984842,0.0015157849,0.4,0.6,3200,5604,5415,10
4205,日本ゼオン株式会社,2017-06-29,2017-03-31,2017,03,0.9962799,0.0037200807,0.45,0.55,3200,5407,5277,10
4205,日本ゼオン株式会社,2018-06-28,2018-03-31,2018,03,0.99819857,0.0018014102,0.6,0.4,3200,6732,6284,10
4205,日本ゼオン株式会社,2019-06-27,2019-03-31,2019,03,0.9982804,0.001719649,0.6,0.4,3200,6159,5867,10
4205,日本ゼオン株式会社,2020-06-26,2020-03-31,2020,03,0.0046438137,0.99535614,0.4,0.6,3200,6239,5987,10
4205,日本ゼオン株式会社,2021-06-29,2021-03-31,2021,03,0.0044173864,0.99558264,0.6,0.4,3200,6179,5897,10
4205,日本ゼオン株式会社,2022-06-29,2022-03-31,2022,03,0.96267307,0.037326977,0.7,0.3,3200,6334,6039,10
4205,日本ゼオン株式会社,2023-06-29,2023-03-31,2023,03,0.0052043274,0.99479574,0.4,0.6,3200,6415,6122,10
4205,日本ゼオン株式会社,2024-06-27,2024-03-31,2024,03,0.0044821845,0.9955178,0.4,0.6,3200,6293,6014,10
4206,アイカ工業株式会社,2014-06-25,2014-03-31,2014,03,0.99852633,0.0014735941,0.85,0.15,3200,5704,5335,10
4206,アイカ工業株式会社,2015-06-25,2015-03-31,2015,03,0.99852633,0.001473599,0.7,0.3,3200,5418,5123,10
4206,アイカ工業株式会社,2016-06-24,2016-03-31,2016,03,0.9984522,0.0015478124,0.6,0.4,3200,4946,4738,10
4206,アイカ工業株式会社,2017-06-26,2017-03-31,2017,03,0.99852633,0.0014735863,0.75,0.25,3200,5050,4807,10
4206,アイカ工業株式会社,2018-06-25,2018-03-31,2018,03,0.9985239,0.0014761447,0.75,0.25,3200,4716,4651,10
4206,アイカ工業株式会社,2019-06-26,2019-03-31,2019,03,0.0045602876,0.9954397,0.75,0.25,3200,6237,5785,10
4206,アイカ工業株式会社,2020-06-24,2020-03-31,2020,03,0.004596782,0.9954032,0.6,0.4,3200,6606,6055,10
4206,アイカ工業株式会社,2021-06-25,2021-03-31,2021,03,0.004534422,0.9954656,0.4,0.6,3200,6220,5776,10
4206,アイカ工業株式会社,2022-06-27,2022-03-31,2022,03,0.38113645,0.6188635,0.8,0.2,3200,6078,5634,10
4206,アイカ工業株式会社,2023-06-26,2023-03-31,2023,03,0.9985261,0.0014739108,0.6,0.4,3200,7739,6898,10
4206,アイカ工業株式会社,2024-06-26,2024-03-31,2024,03,0.99852604,0.0014739408,0.7,0.3,3200,6841,6198,10
4208,宇部興産株式会社,2014-06-27,2014-03-31,2014,03,0.39844534,0.6015547,0.4,0.6,3200,7218,6810,10
4208,宇部興産株式会社,2015-06-26,2015-03-31,2015,03,0.39844534,0.6015547,0.4,0.6,3200,7154,6738,10
4208,宇部興産株式会社,2016-06-29,2016-03-31,2016,03,0.39844534,0.6015547,0.6,0.4,3200,6468,6159,10
4208,宇部興産株式会社,2017-06-29,2017-03-31,2017,03,0.39844534,0.6015547,0.3,0.7,3200,6205,5923,10
4208,宇部興産株式会社,2018-06-28,2018-03-31,2018,03,0.99846977,0.0015302482,0.75,0.25,3200,6962,6508,10
4208,宇部興産株式会社,2019-06-27,2019-03-31,2019,03,0.9984603,0.0015396747,0.6,0.4,3200,7428,6891,10
4208,宇部興産株式会社,2020-06-26,2020-03-31,2020,03,0.99836546,0.0016345833,0.3,0.7,3200,11577,10213,10
4208,宇部興産株式会社,2021-06-29,2021-03-31,2021,03,0.99840206,0.0015979658,0.4,0.6,3200,10842,9633,10
4208,ＵＢＥ株式会社（旧会社名宇部興産株式会社）（注）2021年６月29日開催の第115回定時株主総会の決議により、2022年４月１日から会社名を上記のとおり変更いたしました。,2022-06-29,2022-03-31,2022,03,0.9983949,0.0016050212,0.7,0.3,3200,11869,10502,10
4208,ＵＢＥ株式会社,2023-06-29,2023-03-31,2023,03,0.9983406,0.0016593206,0.3,0.7,3200,12960,11212,10
4208,ＵＢＥ株式会社,2024-06-21,2024-03-31,2024,03,0.99799997,0.0020000422,0.45,0.55,3200,11669,10297,10
4212,積水樹脂株式会社,2014-06-30,2014-03-31,2014,03,0.9985257,0.0014743895,0.7,0.3,3200,5070,5160,10
4212,積水樹脂株式会社,2015-06-29,2015-03-31,2015,03,0.9985258,0.001474251,0.4,0.6,3200,5216,5334,10
4212,積水樹脂株式会社,2016-06-30,2016-03-31,2016,03,0.0048965225,0.9951035,0.6,0.4,3200,4916,5020,10
4212,積水樹脂株式会社,2017-06-30,2017-03-31,2017,03,0.9985261,0.0014738644,0.6,0.4,3200,5358,5456,10
4212,積水樹脂株式会社,2018-06-29,2018-03-31,2018,03,0.9985262,0.0014737662,0.7,0.3,3200,5048,5177,10
4212,積水樹脂株式会社,2019-06-28,2019-03-31,2019,03,0.99842167,0.0015783666,0.45,0.55,3200,4767,4868,10
4212,積水樹脂株式会社,2020-06-26,2020-03-31,2020,03,0.9985262,0.0014737732,0.7,0.3,3200,4952,5034,10
4212,積水樹脂株式会社,2021-06-28,2021-03-31,2021,03,0.9985262,0.00147375,0.6,0.4,3200,5330,5373,10
4212,積水樹脂株式会社,2022-06-27,2022-03-31,2022,03,0.0045816023,0.9954184,0.6,0.4,3200,5183,5268,10
4212,積水樹脂株式会社,2023-06-28,2023-03-31,2023,03,0.9985262,0.001473736,0.4,0.6,3200,4830,4946,10
4212,積水樹脂株式会社,2024-06-26,2024-03-31,2024,03,0.0045858114,0.99541414,0.3,0.7,3200,5153,5176,10
4215,タキロン株式会社,2014-06-25,2014-03-31,2014,03,0.99846363,0.0015363847,0.8,0.2,3200,5751,5524,10
4215,タキロン株式会社,2015-06-25,2015-03-31,2015,03,0.99846363,0.0015363847,0.3,0.7,3200,5740,5553,10
4215,タキロン株式会社,2016-06-28,2016-03-31,2016,03,0.99846363,0.0015363847,0.45,0.55,3200,5270,5097,10
4215,タキロンシーアイ株式会社（旧会社名タキロン株式会社）,2017-06-28,2017-03-31,2017,03,0.99846363,0.0015363847,0.7,0.3,3200,5117,4971,10
4215,タキロンシーアイ株式会社,2018-06-27,2018-03-31,2018,03,0.3988868,0.6011132,0.7,0.3,3200,6285,5937,10
4215,タキロンシーアイ株式会社,2019-06-26,2019-03-31,2019,03,0.9764766,0.023523342,0.6,0.4,3200,6086,5725,10
4215,タキロンシーアイ株式会社,2020-06-25,2020-03-31,2020,03,0.9984372,0.0015627594,0.3,0.7,3200,7508,6775,10
4215,タキロンシーアイ株式会社,2021-06-25,2021-03-31,2021,03,0.48507908,0.5149209,0.4,0.6,3200,6709,6081,10
4215,タキロンシーアイ株式会社,2022-06-28,2022-03-31,2022,03,0.99845695,0.0015430519,0.65,0.35,3200,6659,6042,10
4215,タキロンシーアイ株式会社,2023-06-28,2023-03-31,2023,03,0.4126515,0.58734846,0.4,0.6,3200,6464,5905,10
4215,タキロンシーアイ株式会社,2024-06-26,2024-03-31,2024,03,0.4126515,0.58734846,0.45,0.55,3200,6257,5753,10
4216,旭有機材工業株式会社,2014-06-27,2014-03-31,2014,03,0.99835783,0.0016421432,0.75,0.25,3200,4952,4852,10
4216,旭有機材工業株式会社,2015-06-23,2015-03-31,2015,03,0.99835783,0.0016421432,0.7,0.3,3200,4828,4711,10
4216,旭有機材株式会社（旧会社名旭有機材工業株式会社）,2016-06-27,2016-03-31,2016,03,0.99835783,0.0016421432,0.4,0.6,3200,4893,4786,10
4216,旭有機材株式会社,2017-06-26,2017-03-31,2017,03,0.99835783,0.0016421432,0.6,0.4,3200,4752,4674,10
4216,旭有機材株式会社,2018-06-25,2018-03-31,2018,03,0.99822253,0.0017774133,0.8,0.2,3200,6378,6023,10
4216,旭有機材株式会社,2019-06-24,2019-03-31,2019,03,0.99849117,0.0015087905,0.7,0.3,3200,6428,6035,10
4216,旭有機材株式会社,2020-06-24,2020-03-31,2020,03,0.004550084,0.99544996,0.55,0.45,3200,5813,5583,10
4216,旭有機材株式会社,2021-06-21,2021-03-31,2021,03,0.99801934,0.001980678,0.3,0.7,3200,5303,5159,10
4216,旭有機材株式会社,2022-06-27,2022-03-31,2022,03,0.39927778,0.60072225,0.8,0.2,3200,5048,4949,10
4216,旭有機材株式会社,2023-06-26,2023-03-31,2023,03,0.9985257,0.0014742904,0.8,0.2,3200,5142,5021,10
4216,旭有機材株式会社,2024-06-24,2024-03-31,2024,03,0.9985258,0.001474254,0.75,0.25,3200,5239,5079,10
4217,日立化成株式会社,2018-06-29,2018-03-31,2018,03,0.9985266,0.001473383,0.6,0.4,3200,4954,4985,10
4217,日立化成株式会社,2019-06-21,2019-03-31,2019,03,0.004485396,0.9955146,0.4,0.6,3200,4960,4935,10
4217,日立化成株式会社,2020-06-23,2020-03-31,2020,03,0.0044436525,0.9955564,0.3,0.7,3200,4928,4984,10
4218,ニチバン株式会社,2014-06-25,2014-03-31,2014,03,0.99852604,0.0014739507,0.7,0.3,3200,4936,4829,10
4218,ニチバン株式会社,2015-06-26,2015-03-31,2015,03,0.0047226707,0.9952773,0.6,0.4,3200,4879,4849,10
4218,ニチバン株式会社,2016-06-28,2016-03-31,2016,03,0.99784374,0.0021562304,0.7,0.3,3200,5341,5190,10
4218,ニチバン株式会社,2017-06-28,2017-03-31,2017,03,0.99802506,0.0019749599,0.65,0.35,3200,4708,4655,10
4218,ニチバン株式会社,2018-06-27,2018-03-31,2018,03,0.99852604,0.001473976,0.7,0.3,3200,4746,4599,10
4218,ニチバン株式会社,2019-06-26,2019-03-31,2019,03,0.9985247,0.0014752791,0.55,0.45,3200,4808,4694,10
4218,ニチバン株式会社,2020-06-25,2020-03-31,2020,03,0.004500349,0.9954997,0.3,0.7,3200,5142,5014,10
4218,ニチバン株式会社,2021-06-25,2021-03-31,2021,03,0.0051295953,0.9948704,0.4,0.6,3200,5845,5553,10
4218,ニチバン株式会社,2022-06-28,2022-03-31,2022,03,0.9982054,0.0017945099,0.6,0.4,3200,8261,7403,10
4218,ニチバン株式会社,2023-06-28,2023-03-31,2023,03,0.998524,0.0014759542,0.45,0.55,3200,8387,7530,10
4218,ニチバン株式会社,2024-06-26,2024-03-31,2024,03,0.9985203,0.0014797435,0.65,0.35,3200,7791,7010,10
4220,リケンテクノス株式会社,2014-06-20,2014-03-31,2014,03,0.9981706,0.001829429,0.7,0.3,3200,6406,5962,10
4220,リケンテクノス株式会社,2015-06-19,2015-03-31,2015,03,0.99816376,0.0018362848,0.55,0.45,3200,6663,6183,10
4220,リケンテクノス株式会社,2016-06-24,2016-03-31,2016,03,0.99816376,0.0018362848,0.6,0.4,3200,6419,5972,10
4220,リケンテクノス株式会社,2017-06-23,2017-03-31,2017,03,0.99816376,0.0018362848,0.6,0.4,3200,6152,5741,10
4220,リケンテクノス株式会社,2018-06-22,2018-03-31,2018,03,0.9985262,0.0014737515,0.6,0.4,3200,6661,6180,10
4220,リケンテクノス株式会社,2019-06-21,2019-03-31,2019,03,0.9985259,0.0014741016,0.85,0.15,3200,7454,6757,10
4220,リケンテクノス株式会社,2020-06-19,2020-03-31,2020,03,0.004509159,0.99549085,0.4,0.6,3200,8120,7233,10
4220,リケンテクノス株式会社,2021-06-18,2021-03-31,2021,03,0.37546766,0.62453234,0.45,0.55,3200,7013,6268,10
4220,リケンテクノス株式会社,2022-06-17,2022-03-31,2022,03,0.0046560736,0.99534386,0.7,0.3,3200,7145,6331,10
4220,リケンテクノス株式会社,2023-06-16,2023-03-31,2023,03,0.99806887,0.0019311698,0.8,0.2,3200,5447,5040,10
4220,リケンテクノス株式会社,2024-06-21,2024-03-31,2024,03,0.99852175,0.0014782589,0.7,0.3,3200,5704,5254,10
4228,積水化成品工業株式会社,2014-06-25,2014-03-31,2014,03,0.9985183,0.0014816652,0.75,0.25,3200,3937,4124,10
4228,積水化成品工業株式会社,2015-06-24,2015-03-31,2015,03,0.99662507,0.0033748988,0.7,0.3,3200,4765,4717,10
4228,積水化成品工業株式会社,2016-06-27,2016-03-31,2016,03,0.004602268,0.99539775,0.45,0.55,3200,4675,4650,10
4228,積水化成品工業株式会社,2017-06-26,2017-03-31,2017,03,0.97418755,0.025812488,0.65,0.35,3200,3771,3978,10
4228,積水化成品工業株式会社,2018-06-25,2018-03-31,2018,03,0.9985158,0.0014841647,0.7,0.3,3200,5908,5794,10
4228,積水化成品工業株式会社,2019-06-24,2019-03-31,2019,03,0.9985221,0.0014779092,0.4,0.6,3200,5924,5640,10
4228,積水化成品工業株式会社,2020-06-25,2020-03-31,2020,03,0.004417038,0.995583,0.4,0.6,3200,10036,8892,10
4228,積水化成品工業株式会社,2021-06-25,2021-03-31,2021,03,0.004521477,0.9954786,0.4,0.6,3200,9643,8618,10
4228,積水化成品工業株式会社,2022-06-24,2022-03-31,2022,03,0.40187386,0.5981262,0.3,0.7,3200,9843,8769,10
4228,積水化成品工業株式会社,2023-06-26,2023-03-31,2023,03,0.39857608,0.6014239,0.4,0.6,3200,9617,8609,10
4228,積水化成品工業株式会社,2024-06-24,2024-03-31,2024,03,0.39827305,0.60172695,0.6,0.4,3200,9550,8531,10
4229,群栄化学工業株式会社,2014-06-20,2014-03-31,2014,03,0.99852604,0.0014740083,0.7,0.3,3200,3366,3594,10
4229,群栄化学工業株式会社,2015-06-26,2015-03-31,2015,03,0.004588777,0.9954112,0.6,0.4,3200,2952,3309,10
4229,群栄化学工業株式会社,2016-06-28,2016-03-31,2016,03,0.00511485,0.99488515,0.4,0.6,3200,2817,3177,10
4229,群栄化学工業株式会社,2017-06-23,2017-03-31,2017,03,0.99836236,0.0016376192,0.6,0.4,3200,2726,3098,10
4229,群栄化学工業株式会社,2018-06-22,2018-03-31,2018,03,0.844376,0.15562403,0.6,0.4,3200,3124,3405,10
4229,群栄化学工業株式会社,2019-06-17,2019-03-31,2019,03,0.99840885,0.0015911607,0.4,0.6,3200,3235,3504,10
4229,群栄化学工業株式会社,2020-06-29,2020-03-31,2020,03,0.844376,0.15562403,0.6,0.4,3200,3477,3726,10
4229,群栄化学工業株式会社,2021-06-25,2021-03-31,2021,03,0.844376,0.15562403,0.6,0.4,3200,3253,3530,10
4229,群栄化学工業株式会社,2022-06-24,2022-03-31,2022,03,0.844376,0.15562403,0.7,0.3,3200,3283,3530,10
4229,群栄化学工業株式会社,2023-06-23,2023-03-31,2023,03,0.91637015,0.08362987,0.4,0.6,3200,3371,3624,10
4229,群栄化学工業株式会社,2024-06-21,2024-03-31,2024,03,0.91637015,0.08362987,0.6,0.4,3200,3196,3482,10
4231,タイガースポリマー株式会社,2014-06-25,2014-03-31,2014,03,0.99852633,0.0014735835,0.85,0.15,3200,5653,5205,10
4231,タイガースポリマー株式会社,2015-06-24,2015-03-31,2015,03,0.99852633,0.0014735772,0.8,0.2,3200,5618,5202,10
4231,タイガースポリマー株式会社,2016-06-22,2016-03-31,2016,03,0.33226568,0.6677343,0.4,0.6,3200,5655,5251,10
4231,タイガースポリマー株式会社,2017-06-28,2017-03-31,2017,03,0.0046023773,0.9953976,0.7,0.3,3200,5417,5082,10
4231,タイガースポリマー株式会社,2018-06-25,2018-03-31,2018,03,0.9985178,0.0014821499,0.45,0.55,3200,4969,4726,10
4231,タイガースポリマー株式会社,2019-06-26,2019-03-31,2019,03,0.99851066,0.0014893173,0.4,0.6,3200,5008,4755,10
4231,タイガースポリマー株式会社,2020-06-24,2020-03-31,2020,03,0.9985251,0.0014749455,0.2,0.8,3200,6386,5936,10
4231,タイガースポリマー株式会社,2021-06-23,2021-03-31,2021,03,0.0044960272,0.99550396,0.3,0.7,3200,5877,5504,10
4231,タイガースポリマー株式会社,2022-06-22,2022-03-31,2022,03,0.0046735993,0.9953264,0.7,0.3,3200,5903,5504,10
4246,ダイキョーニシカワ株式会社,2014-06-27,2014-03-31,2014,03,0.9983584,0.0016415085,0.85,0.15,3200,3766,3858,10
4246,ダイキョーニシカワ株式会社,2015-06-26,2015-03-31,2015,03,0.9983584,0.0016415085,0.75,0.25,3200,3583,3721,10
4246,ダイキョーニシカワ株式会社,2016-06-24,2016-03-31,2016,03,0.9983584,0.0016415085,0.85,0.15,3200,3541,3630,10
4246,ダイキョーニシカワ株式会社,2017-06-22,2017-03-31,2017,03,0.9983584,0.0016415085,0.3,0.7,3200,4271,4239,10
4246,ダイキョーニシカワ株式会社,2018-06-22,2018-03-31,2018,03,0.9984926,0.0015073668,0.8,0.2,3200,4187,4148,10
4246,ダイキョーニシカワ株式会社,2019-06-21,2019-03-31,2019,03,0.9985261,0.0014738763,0.4,0.6,3200,5052,4867,10
4246,ダイキョーニシカワ株式会社,2020-06-19,2020-03-31,2020,03,0.0052747596,0.99472517,0.3,0.7,3200,5081,4937,10
4246,ダイキョーニシカワ株式会社,2021-06-18,2021-03-31,2021,03,0.004472347,0.9955277,0.3,0.7,3200,4913,4785,10
4246,ダイキョーニシカワ株式会社,2022-06-17,2022-03-31,2022,03,0.9976483,0.0023517534,0.3,0.7,3200,5709,5504,10
4246,ダイキョーニシカワ株式会社,2023-06-22,2023-03-31,2023,03,0.9985102,0.0014897571,0.65,0.35,3200,5216,5101,10
4246,ダイキョーニシカワ株式会社,2024-06-21,2024-03-31,2024,03,0.9985262,0.0014737893,0.75,0.25,3200,4495,4467,10
4249,森六ホールディングス株式会社,2018-06-28,2018-03-31,2018,03,0.9979353,0.0020647114,0.8,0.2,3200,7135,6457,10
4249,森六ホールディングス株式会社,2019-06-27,2019-03-31,2019,03,0.005320092,0.99467987,0.45,0.55,3200,6731,6163,10
4249,森六ホールディングス株式会社,2020-06-23,2020-03-31,2020,03,0.0044510625,0.99554896,0.3,0.7,3200,9115,7959,10
4249,森六ホールディングス株式会社,2021-06-22,2021-03-31,2021,03,0.99850464,0.0014953939,0.45,0.55,3200,7001,6287,10
4249,森六ホールディングス株式会社,2022-06-16,2022-03-31,2022,03,0.9970687,0.0029313413,0.4,0.6,3200,7557,6640,10
4249,森六ホールディングス株式会社,2023-06-22,2023-03-31,2023,03,0.99849856,0.0015014118,0.4,0.6,3200,6655,6056,10
4249,森六ホールディングス株式会社,2024-06-18,2024-03-31,2024,03,0.99646014,0.0035398616,0.7,0.3,3200,6969,6267,10
4272,日本化薬株式会社,2014-06-25,2014-03-31,2014,03,0.99852544,0.0014745585,0.75,0.25,3200,5588,5306,10
4272,日本化薬株式会社,2015-06-25,2015-03-31,2015,03,0.39904204,0.60095793,0.4,0.6,3200,5375,5228,10
4272,日本化薬株式会社,2016-06-28,2016-03-31,2016,03,0.8586228,0.14137724,0.4,0.6,3200,5500,5324,10
4272,日本化薬株式会社,2017-06-28,2017-03-31,2017,03,0.005211645,0.9947884,0.3,0.7,3200,4958,4896,10
4272,日本化薬株式会社,2018-06-27,2018-03-31,2018,03,0.99801576,0.001984231,0.7,0.3,3200,5644,5502,10
4272,日本化薬株式会社,2019-06-25,2019-03-31,2019,03,0.9980782,0.0019217839,0.6,0.4,3200,5773,5579,10
4272,日本化薬株式会社,2020-06-25,2020-03-31,2020,03,0.9980782,0.0019217839,0.45,0.55,3200,6815,6455,10
4272,日本化薬株式会社,2021-06-25,2021-03-31,2021,03,0.99801683,0.0019831103,0.4,0.6,3200,5825,5652,10
4272,日本化薬株式会社,2022-06-28,2022-03-31,2022,03,0.99801683,0.0019831103,0.8,0.2,3200,6212,5923,10
4272,日本化薬株式会社,2023-06-28,2023-03-31,2023,03,0.99801683,0.0019831103,0.6,0.4,3200,5707,5549,10
